id,prenom,nom,genre,orientation,age,email,username,password,ville,pays,hobby1,hobby2,hobby3,taille,poids
743,Alain,Guillot,Homme,Homosexuel.le,63,alain.guillot.8804.8561@free.fr,AlainGuillot75371044,228b6e968259f36867874fffe04bdd1e12a7f11777eadf7a80d44a69df43cd0a,Paris,France,lecture,,,181.1,77.2
744,Rémy,Caron,Homme,Hétérosexuel.le,32,rémy.caron.6247.1824@dbmail.com,RémyCaron11394528,9fc27e3beeff1498f4eec826d3a3197dc7a8f34f11fd26f0d4adc461edc741c4,Nice,France,jeu de société,lecture,photographie,171.1,60.4
745,Théodore,Gay,Homme,Homosexuel.le,54,théodore.gay.5331.5476@bouygtel.fr,ThéodoreGay29192556,e96d765e7eb54c5b42e58f2e22a4c2fe47abd5a1310f280486957c4373f016c3,Lyon,France,lecture,,,181.8,104.9
746,Sabine,Morel,Non-binaire,Hétérosexuel.le,40,sabine.morel.3812.2697@ifrance.com,SabineMorel10280964,c00df78bc85c9dced19531a0a34e78cc0fb31ee1d32b97c2c32fd4e1fac9a612,Montpellier,France,musique,voyage,,193.0,55.2
747,Nath,Godard,Non-binaire,Hétérosexuel.le,31,nath.godard.515.2793@free.fr,NathGodard1438395,ab7ef50867712fa4afc17ef6b534f9f1b285ea6d5bae5697f5d596d34ca9b58b,Montpellier,France,cuisine,animaux,randonnée,155.4,59.1
748,Suzanne,Poirier,Femme,Hétérosexuel.le,46,suzanne.poirier.1704.4316@tele2.fr,SuzannePoirier7354464,c1b2f71566d006006eeaf6ba7e213bd999b27ef3526811a78762c125fb31b879,Marseille,France,théâtre,randonnée,,180.1,63.2
749,Lucie,Fabre,Femme,Hétérosexuel.le,33,lucie.fabre.8392.2067@bouygtel.fr,LucieFabre17346264,ecf4b30988e4f1aa34c9a7baaba184eb03867c3e1c8fcf04206dd851ccbd0377,Bordeaux,France,musique,cuisine,,153.3,50.1
750,Robert,Masse,Homme,Autre,26,robert.masse.2684.2758@gmail.com,RobertMasse7402472,ebd5f05a6d384b4330caf0d1719724a9c9e4d6cccad9f378d7d8395e9c755fb6,Lille,France,randonnée,yoga,,197.4,91.1
751,Nicole,Lévêque,Femme,Hétérosexuel.le,55,nicole.lévêque.7643.5576@noos.fr,NicoleLévêque42617368,063aff7c4f17d25695039e66d67eac67a845ec553439012a66e792b5507292ce,Montpellier,France,théâtre,animaux,,169.8,51.2
752,William,Bonnin,Homme,Homosexuel.le,22,william.bonnin.6975.5755@noos.fr,WilliamBonnin40141125,d4152f87ff7d8d68595d6c9abb7dd9a44918fba7ef7f46c5db6ef6588f4fd173,Montpellier,France,cinéma,lecture,musique,165.5,90.4
753,Suzanne,Deschamps,Femme,Hétérosexuel.le,57,suzanne.deschamps.8469.9118@hotmail.fr,SuzanneDeschamps77220342,3b87cdd6c4a4ba9d7095daa1ff4250f07e4f515975a918a0c8b5854d5ecd9a3f,Toulouse,France,photographie,yoga,,166.5,75.9
754,Zoé,Nguyen,Femme,Homosexuel.le,35,zoé.nguyen.9446.6497@sfr.fr,ZoéNguyen61370662,d0e4460a334dec9a1f485b9719138bfe7fe12809029beb5c0792ea6e2b84c996,Montpellier,France,jeux vidéo,théâtre,,151.6,72.6
755,Patrick,Lemay,Homme,Hétérosexuel.le,36,patrick.lemay.2310.4202@yahoo.com,PatrickLemay9706620,014c8b375dc5266dc28a6218e4061bfc08ab03084c1d510f52b7b8736403b299,Québec,Canada,sport,,,184.1,98.4
756,Adèle,Guyot,Femme,Hétérosexuel.le,60,adèle.guyot.9747.2313@tele2.fr,AdèleGuyot22544811,bd6ed7d5f3136d63bdb66c7cf176b153f7cf887c726e507117a17a98615c0c78,Marseille,France,animaux,,,183.0,71.5
757,Émilie,Leroy,Femme,Autre,24,émilie.leroy.1100.1247@voila.fr,ÉmilieLeroy1371700,bd9d5277bf4e69a3215328213696a01f97cd2e2491af1f1204f8b154ee6427f4,Nantes,France,voyage,randonnée,jeu de société,182.1,46.3
758,Diane,Lopez,Femme,Autre,49,diane.lopez.2884.2915@wanadoo.fr,DianeLopez8406860,392c4a21658d83da51ad9e5c2c8320ef4c5117a61e558eabc7fcebe7700b895b,Lille,France,photographie,soirées,,180.9,63.3
759,Heinz Dieter,Köhler,Homme,Hétérosexuel.le,23,heinz dieter.köhler.6200.5270@gmail.com,Heinz DieterKöhler32674000,37f771553d6f3405f9b0e78cceaaa0b96dd2d5d505f300ad07241266d9d6c7c1,Dresde,Allemagne,théâtre,dessin,photographie,187.0,97.1
760,Agathe,Guillou,Femme,Homosexuel.le,18,agathe.guillou.5133.1013@hotmail.fr,AgatheGuillou5199729,4e2ce495553eea1b265ed05263c6988737a154da33f4c954d69e4b796e4c24ec,Lyon,France,randonnée,animaux,,162.0,70.0
761,Astrid,Riou,Femme,Hétérosexuel.le,35,astrid.riou.844.2408@wanadoo.fr,AstridRiou2032352,300b551561b2b194c7026a536aff8cfb71d4b2ff0391e6387efa8e4e6c850a6e,Lille,France,dessin,sport,,166.6,88.9
762,Noël,Gonzalez,Homme,Hétérosexuel.le,64,noël.gonzalez.2251.3986@live.com,NoëlGonzalez8972486,addd961a3f3a64f650bd44322f5fdc1848f2f4faad461d5e4d45a2ea86adb947,Nice,France,yoga,jeu de société,jeux vidéo,167.3,63.4
763,Tristan,Blondel,Homme,Hétérosexuel.le,35,tristan.blondel.8982.5924@dbmail.com,TristanBlondel53209368,e46f0fc971ea60d7644451a4c7b96e8d8aa3728d340a89b8757f0297806ef678,Montpellier,France,voyage,musique,,168.4,68.0
764,Christine,Royer,Femme,Hétérosexuel.le,43,christine.royer.9836.5643@live.com,ChristineRoyer55504548,6ddadceb41ef0d493e4632b1ad92e3bbda7931f180b4ed9279b3dd2824f89d6c,Montpellier,France,sport,dessin,danse,150.5,76.9
765,Marie,Mahe,Femme,Autre,64,marie.mahe.8617.7758@live.com,MarieMahe66850686,7cce1d965790900779682a1b9ed4ea7f18256b85399a9ecc78172bef7d42097e,Lille,France,cinéma,soirées,danse,165.5,70.7
766,Claire,Maillet,Femme,Hétérosexuel.le,47,claire.maillet.2137.223@tele2.fr,ClaireMaillet476551,3783a5dc3dc1c02ff72fcdc79aabb65801c0fc4265e920131b19118e3003e4f5,Nice,France,cuisine,animaux,jeux vidéo,150.2,57.3
767,Antoine,Imbert,Homme,Hétérosexuel.le,54,antoine.imbert.8073.7297@tele2.fr,AntoineImbert58908681,d03e42e1d16c24aef2a8230619e763ef71ab130b29105a436305f2bdb39f46ec,Marseille,France,théâtre,,,174.1,64.2
768,Zoé,Hubert,Femme,Hétérosexuel.le,40,zoé.hubert.885.6750@laposte.net,ZoéHubert5973750,294ca58871f0acbd0e1311a9def75cfaa08e90ec632d654454554a6132861e61,Toulouse,France,jeux vidéo,danse,sport,179.3,59.0
769,Yves,Rodriguez,Homme,Hétérosexuel.le,19,yves.rodriguez.5887.6275@voila.fr,YvesRodriguez36940925,245617b3485e56abb7ee44646682b1e51bae4ca2bce2df0cb176311cac992ee7,Lille,France,musique,,,200.0,61.0
770,Mathilde,Lemonnier,Femme,Hétérosexuel.le,59,mathilde.lemonnier.9087.4996@dbmail.com,MathildeLemonnier45398652,b5972cda68b6534909310f0fbd01b60349a705a3d38aea35741d54c175fe0ae7,Lille,France,sport,,,157.3,62.5
771,Éléonore,Lopes,Femme,Hétérosexuel.le,58,éléonore.lopes.9566.9131@sfr.fr,ÉléonoreLopes87347146,6c02007592ff2bf449700ad3bfeb71d4af3ad013ab3b4594b53f52a6d34e27e2,Paris,France,cinéma,,,164.0,51.4
772,Antoine,Leroy,Homme,Hétérosexuel.le,18,antoine.leroy.2964.6849@dbmail.com,AntoineLeroy20300436,2d9a76a591bdc29e5958fb8d02c21c1e1420799fc2b82616fa6c660766a1822a,Paris,France,danse,,,171.1,89.1
773,Margaret,Grégoire,Femme,Autre,39,margaret.grégoire.2936.789@live.com,MargaretGrégoire2316504,09a5cbaf3285102bdfa7407143b0542f9b750e8d0b8effb0a63ffc1ad25ae47d,Lille,France,théâtre,lecture,,183.9,81.9
774,Marine,Carpentier,Femme,Hétérosexuel.le,31,marine.carpentier.8921.8436@dbmail.com,MarineCarpentier75257556,821279b752e0c825c627ccdc341bebff4ef72e0a54057eafb8812f1c1f2dc58a,Lyon,France,danse,cuisine,,176.7,83.4
775,Madeleine,Leroy,Femme,Hétérosexuel.le,48,madeleine.leroy.2470.6892@hotmail.fr,MadeleineLeroy17023240,09a7ad019b27ace8e7123956012e5f0b58ca572f77648e1ae70480c1effd7069,Marseille,France,danse,voyage,yoga,160.3,59.3
776,Colette,Lacroix,Femme,Hétérosexuel.le,45,colette.lacroix.6911.4286@noos.fr,ColetteLacroix29620546,f6655cb4fe4ff157e304642aaecba1b1079ef7e07109e28c780d2b8cfc169882,Toulouse,France,photographie,théâtre,,170.7,62.8
777,Françoise,Lopes,Femme,Hétérosexuel.le,19,françoise.lopes.868.8920@gmail.com,FrançoiseLopes7742560,2f88d2abab9e5e944f7499b4b475f1d5c5844a5e1181c4d0e1f3ab55067fd1b5,Nantes,France,cuisine,animaux,voyage,162.1,69.1
778,Erin,Miller,Femme,Autre,20,erin.miller.5924.7692@gmail.com,ErinMiller45567408,20e78e5b216f2dc4d0f5d1ce73baf86b2d6b401c4bdd14a5218c8712e52e2fda,Boston,États-Unis,sport,,,177.6,61.8
779,Roland,Salmon,Homme,Hétérosexuel.le,63,roland.salmon.6742.2495@hotmail.fr,RolandSalmon16821290,83c2a3b98d55bebfba1e09ede7ed87609565821c806aac2835521544fe84c155,Strasbourg,France,photographie,théâtre,animaux,175.3,83.8
780,Juliette,Desbiens,Femme,Homosexuel.le,62,juliette.desbiens.8818.5211@hotmail.com,JulietteDesbiens45950598,9182f9cc543c0ee5244b3864434e5623b9f75f386ebda754d8fdc6ea40afc675,Vancouver,Canada,dessin,,,163.0,55.6
781,Cécile,Dufour,Femme,Hétérosexuel.le,54,cécile.dufour.5775.762@ifrance.com,CécileDufour4400550,74e006e926548b3ee25db89c40703c89881de14b524d055bedd3676e55896010,Nice,France,danse,,,159.6,80.7
782,Camille,Wagner,Femme,Hétérosexuel.le,65,camille.wagner.7988.8373@voila.fr,CamilleWagner66883524,27911e2c259aa9a24130039183d6064f2ff90a345fe04dbd2718aa4e8416825b,Montpellier,France,lecture,,,161.9,79.6
783,Céline,Joly,Femme,Hétérosexuel.le,28,céline.joly.6100.1173@live.com,CélineJoly7155300,dfb73c5cb7caa3f5825dd6aa8fc17e840160afba0f84989b62fc9ebc0a8aaf9f,Lille,France,danse,cinéma,yoga,184.1,67.8
784,Emmanuel,François,Homme,Hétérosexuel.le,30,emmanuel.françois.4736.578@gmail.com,EmmanuelFrançois2737408,cf89b14fd0cfa7a665b73c235fc1c589e901bd1ffdf2293a6e153ee7e1d70d3c,Lyon,France,dessin,,,186.0,77.0
785,Isaac,Lévêque,Homme,Hétérosexuel.le,38,isaac.lévêque.9313.6321@voila.fr,IsaacLévêque58867473,fe09dcd8bd72ffaa6c1304da020ae9bd4ec75d5d4001b9331388e41ecf1441b6,Toulouse,France,danse,voyage,lecture,195.1,89.4
786,Éléonore,Jacques,Femme,Hétérosexuel.le,27,éléonore.jacques.6142.4030@noos.fr,ÉléonoreJacques24752260,f9252215656815a4b742ff961bb2a353626f1db1bbe252a3d9110ada5c1e98de,Lyon,France,jeu de société,photographie,,183.5,74.0
787,Kyle,Figueroa,Homme,Hétérosexuel.le,54,kyle.figueroa.6239.290@gmail.com,KyleFigueroa1809310,70c3f3a3fdbe55b0055d4b9112c4792f27ffa543df083f0749fb6a197416d728,San Francisco,États-Unis,lecture,voyage,,169.5,96.4
788,Victor,Roger,Autre,Hétérosexuel.le,46,victor.roger.9471.7472@voila.fr,VictorRoger70767312,72924ba4900a41d4c0801fee9b13bb69009fb5c8c0cff6ae2c955230154a1866,Nice,France,lecture,yoga,,172.7,61.3
789,Étienne,Poirier,Homme,Hétérosexuel.le,50,étienne.poirier.722.9708@tiscali.fr,ÉtiennePoirier7009176,8da9371663f6a7fc85ca0c96f34df663da923cafe0abe3815cd2e97c67c81f2b,Lille,France,danse,,,183.0,79.8
790,Laetitia,Regnier,Femme,Autre,37,laetitia.regnier.8468.5124@wanadoo.fr,LaetitiaRegnier43390032,b162c65b989f4fff92506ab01637bdfc152b18a8bce488247fea6bae5ea1115b,Strasbourg,France,cinéma,photographie,,161.7,50.2
791,Henri,Millet,Homme,Hétérosexuel.le,56,henri.millet.5561.4983@free.fr,HenriMillet27710463,7d8f28496fee93e8ee75e89876e53f9340e486538d1407ccb09b51d8c5ff1e14,Paris,France,voyage,jeux vidéo,,190.8,108.7
792,Marthe,Labbé,Femme,Homosexuel.le,57,marthe.labbé.8231.6325@yahoo.fr,MartheLabbé52061075,2de44995db4ad11e90c3067c46890dde529a24e9c39ae6974ab6a31a93efbdcc,Lyon,France,cinéma,photographie,danse,157.6,81.5
793,Nathalie,Bruneau,Femme,Homosexuel.le,59,nathalie.bruneau.273.9204@club-internet.fr,NathalieBruneau2512692,032febcb8afe7d64afec01f1e549a3731fcda570dc3f84adcbdd4f21becfbae2,Nice,France,jeux vidéo,danse,randonnée,175.4,88.9
794,Charlotte,Traore,Non-binaire,Hétérosexuel.le,55,charlotte.traore.4595.1688@yahoo.fr,CharlotteTraore7756360,4fc407dcaa5ff43e687f07f4fabfdf94f9374c7fbdd0576097014acd904c8189,Nice,France,théâtre,,,159.2,91.0
795,Debra,Jackson,Femme,Homosexuel.le,36,debra.jackson.3689.5923@gmail.com,DebraJackson21849947,3d9d4db27ffdc16ca1a42d8b94befb06e8cb84e999550157b0758f219d86b6f8,Miami,États-Unis,randonnée,cinéma,,172.1,52.9
796,Cécile,Gilbert,Femme,Hétérosexuel.le,24,cécile.gilbert.517.7967@orange.fr,CécileGilbert4118939,bbdd659641c7203d6cc73c81c00b0fb8b20a4180a160c7b59e83121e7c8947f9,Lyon,France,yoga,,,179.5,51.8
797,Denis,Paul,Homme,Hétérosexuel.le,49,denis.paul.5464.7981@noos.fr,DenisPaul43608184,3b74abe87f00337aa35f44d075fc55cf121b89424eb233ae36191ffcea3f68f0,Paris,France,yoga,cinéma,jeu de société,194.8,64.8
798,Patrick,Vasseur,Homme,Hétérosexuel.le,21,patrick.vasseur.8715.8033@wanadoo.fr,PatrickVasseur70007595,fd079b9ed96a393e9d2e37aabd1a962b37555230251c94bfd93dc41b6f05c234,Nantes,France,jeu de société,,,199.8,61.3
799,Constance,Jean,Femme,Hétérosexuel.le,28,constance.jean.4951.7758@voila.fr,ConstanceJean38409858,8a7b59795ff09ac0a5493233af8978f8487a69f94042ce3428dd890d8e744b1d,Paris,France,animaux,jeu de société,voyage,170.1,47.0
800,Alice,Gomez,Femme,Hétérosexuel.le,64,alice.gomez.477.7275@club-internet.fr,AliceGomez3470175,1144cb0d23febd25d86f72bacc3c3ff03bd25ec5346c1984ce92ab980d757e69,Marseille,France,voyage,,,184.2,78.4
801,Marie,Diaz,Femme,Hétérosexuel.le,63,marie.diaz.2245.6368@noos.fr,MarieDiaz14296160,fa6ff012bedc77ccb45f42b135b5d905932dc1aa9ca682baa5d3212eee98f12b,Nice,France,théâtre,,,164.9,72.1
802,Alex,Pereira,Autre,Hétérosexuel.le,55,alex.pereira.7022.8093@ifrance.com,AlexPereira56829046,863685c2643ce0c085aa267306e4adf628647f176e68c8ac9e80d260bc36c691,Montpellier,France,photographie,,,152.9,78.3
803,Jeanne,Evrard,Femme,Hétérosexuel.le,57,jeanne.evrard.3953.6186@laposte.net,JeanneEvrard24453258,825627e7c11efdc3fa35bd732b0d0e27bdf314f1b5f63713e4ddfead51f7d800,Toulouse,France,yoga,sport,,173.2,53.1
804,Éléonore,Ollivier,Femme,Hétérosexuel.le,20,éléonore.ollivier.6907.2757@sfr.fr,ÉléonoreOllivier19042599,df2666195ed01a919a36f7cb2def052b6384fc858386804e4fd74f670ecce4f0,Bordeaux,France,jeux vidéo,sport,,168.8,79.1
805,Abbas,Fliegner,Homme,Hétérosexuel.le,33,abbas.fliegner.3150.4736@yahoo.de,AbbasFliegner14918400,9178a25a49bbeaf99d7f8b1cd942cf0e21d21034cd726298b0a6ca4aeda8bc66,Düsseldorf,Allemagne,jeux vidéo,soirées,photographie,183.9,85.8
806,Wally,Löffler,Femme,Hétérosexuel.le,37,wally.löffler.5619.695@hotmail.de,WallyLöffler3905205,a0754701705f18614a45d500589682851667f318c67aad911fab2e3893584c8c,Cologne,Allemagne,cinéma,,,183.7,86.7
807,Renée,Moulin,Femme,Hétérosexuel.le,48,renée.moulin.8784.1956@live.com,RenéeMoulin17181504,bd8647737a4c5450e161c70961d5e7c3e2a81aa6d8aeb00cd873543cd75984ab,Nantes,France,théâtre,,,150.1,81.7
808,Philippe,Leduc,Homme,Hétérosexuel.le,28,philippe.leduc.1116.9514@gmail.com,PhilippeLeduc10617624,dd743fef4c190f730a6662b444ed6f6f4658537d55dc1f4743273ea7738bef14,Nantes,France,lecture,photographie,cuisine,178.5,69.1
809,René,Gomez,Homme,Hétérosexuel.le,30,rené.gomez.5351.9460@gmail.com,RenéGomez50620460,12dcc3659d612a1278f9202dd867a913778cc16c842913df9cf8bc309edf0e75,Strasbourg,France,randonnée,théâtre,,194.7,82.7
810,Margaux,Cousin,Femme,Hétérosexuel.le,38,margaux.cousin.4385.6965@yahoo.fr,MargauxCousin30541525,1990316a44fb1c06fc04fa03e6dec326118fc07704daea4e53ac003baf65b488,Marseille,France,animaux,,,173.4,61.8
811,Suzanne,Boucher,Femme,Hétérosexuel.le,47,suzanne.boucher.7414.9983@sfr.fr,SuzanneBoucher74013962,66f2d5e100c3b1bfdc0d1413fd5a32962603c57021c77d0c5f1c391d7e4da50b,Nantes,France,dessin,jeux vidéo,soirées,164.5,47.9
812,Renata,Egea,Femme,Hétérosexuel.le,65,renata.egea.3920.6615@yahoo.com,RenataEgea25930800,fd2def5ba1bbf1ce7c53f25298a5fd91346136cb1a4eca27960c9df08d5b2ed1,Palma,Espagne,animaux,jeu de société,,150.9,68.5
813,Agnès,Perez,Femme,Hétérosexuel.le,20,agnès.perez.3570.9862@live.com,AgnèsPerez35207340,c27828930530e324fdc6ded2260f717e7df56e6210b15aa4a10ea4e30a1b0e28,Nice,France,théâtre,,,164.5,89.3
814,Thibault,Langlois,Homme,Hétérosexuel.le,53,thibault.langlois.2763.690@club-internet.fr,ThibaultLanglois1906470,8db3fa3dc7d3ad9e9428d976c49bd75210d89ec3768eab72fb537675b2d4ca4c,Toulouse,France,danse,animaux,,166.3,81.8
815,Nicole,Dufour,Femme,Hétérosexuel.le,31,nicole.dufour.2972.4236@orange.fr,NicoleDufour12589392,e4eeaea98eb769ba1ea6e3b01c2d55480002776aabf2bd93385b6b4fd49b104b,Montpellier,France,cuisine,jeu de société,,169.9,53.6
816,Étienne,Torres,Homme,Hétérosexuel.le,55,étienne.torres.4206.2896@wanadoo.fr,ÉtienneTorres12180576,b002c84ff5531eb80317eec1a67f669cbf53cb072689d43cf039080beafe584f,Marseille,France,animaux,,,186.6,70.6
817,Patrick,Olivier,Homme,Homosexuel.le,43,patrick.olivier.2387.8596@live.com,PatrickOlivier20518652,1e786fc86f0b971f2b8736e9c21feb422748dd8dd94c8dc95cb3a01a34abae0d,Strasbourg,France,jeux vidéo,sport,animaux,195.5,102.2
818,Marc,Joly,Non-binaire,Hétérosexuel.le,25,marc.joly.8481.2487@wanadoo.fr,MarcJoly21092247,025b019e82bd585501a76c76393a11aa48c593253c6b991fa226f537313ee37d,Lyon,France,voyage,,,170.8,98.7
819,Thierry,Berger,Homme,Hétérosexuel.le,53,thierry.berger.6011.2965@tele2.fr,ThierryBerger17822615,003a2eb5309b5e8bc781ccd638ccfeaa3e36a1f4e47b6b8aa0077f613b2e5f2e,Nantes,France,cinéma,lecture,,169.3,76.4
820,Philippe,Georges,Homme,Hétérosexuel.le,19,philippe.georges.6248.442@ifrance.com,PhilippeGeorges2761616,8859d5ea9f3d4e908c116482cb36d4966d0fa4768e50b785d9d317da5da04e2a,Marseille,France,animaux,jeux vidéo,,185.6,86.5
821,Alexandra,Harris,Femme,Autre,60,alexandra.harris.4012.927@outlook.com,AlexandraHarris3719124,8050911878241d1b9c992516c191dddfa4c9d7d4a99795e7226c9582934be1f8,Leeds,Royaume-Uni,randonnée,,,178.3,58.3
822,Marthe,Jacob,Femme,Hétérosexuel.le,25,marthe.jacob.7671.6996@laposte.net,MartheJacob53666316,b99e83d0e34fa4dc3c0e1aa556974ad86906b44ba26ea60e3a9a66da68de8c7c,Bordeaux,France,jeu de société,cuisine,,157.3,67.4
823,Margaux,Barbe,Femme,Homosexuel.le,51,margaux.barbe.6936.9042@hotmail.fr,MargauxBarbe62715312,d62d23e5f6649e6776ef96436c5876d386dd9078178c044a93ec9bf57a6e7bc2,Nantes,France,jeu de société,cuisine,,174.9,76.7
824,Inès,Vincent,Femme,Hétérosexuel.le,18,inès.vincent.6270.8669@live.com,InèsVincent54354630,8d793a107ef1e6cfffe93bd6ca1128dcf52c5bdd2740c80378db327705889ab9,Montpellier,France,cinéma,,,155.4,77.0
825,Alphonse,Fleury,Homme,Hétérosexuel.le,55,alphonse.fleury.5934.9188@sfr.fr,AlphonseFleury54521592,f3ff7944e221e5f4a897b6132c1ddf06091bf05e5895c282dc23ffe6f4920c24,Strasbourg,France,randonnée,,,167.4,101.3
826,Thibaut,Roy,Non-binaire,Homosexuel.le,45,thibaut.roy.6020.3135@gmail.com,ThibautRoy18872700,7cbe049114df518a454811488fa1c41fdb40ddb946ae74e4a1d2f4f73d75334d,Nice,France,randonnée,dessin,,184.4,85.1
827,Reinhard,Werner,Homme,Hétérosexuel.le,19,reinhard.werner.8364.9678@gmx.de,ReinhardWerner80946792,0f8c7d874824b348a7f9a53696f48f195bcc0cbf50e6d3d659f447f7985bba21,Francfort,Allemagne,jeu de société,lecture,yoga,186.0,96.8
828,Philippine,Mendès,Femme,Homosexuel.le,57,philippine.mendès.3854.7746@tiscali.fr,PhilippineMendès29853084,9c0618ba76a63b90f36a4029b0acf87220de7d3fcc8041ccdb9a52a9502cf410,Toulouse,France,théâtre,musique,yoga,151.7,52.3
829,Martin,Aubert,Homme,Autre,23,martin.aubert.1462.6538@dbmail.com,MartinAubert9558556,c7d84f2ea4c4ec920c7cccfd64586b59aa896bffafaaa22d3fe81c7fcbcf8c32,Lille,France,musique,danse,,179.0,64.1
830,Rémy,Berger,Non-binaire,Homosexuel.le,63,rémy.berger.5440.8848@gmail.com,RémyBerger48133120,97fb0d783cc3a1dd9ab90b58bc7997cc18a71d984be519637a9e0a4a44e2ea57,Nice,France,lecture,musique,,154.3,66.4
831,René,Lacroix,Homme,Hétérosexuel.le,25,rené.lacroix.8517.5608@sfr.fr,RenéLacroix47763336,9fa48309aaed337a6e51aa21560f7df63c0dc684e0a2a8587ff5434ce522cc10,Paris,France,cuisine,théâtre,lecture,175.7,73.3
832,Valeria,Toselli,Femme,Hétérosexuel.le,64,valeria.toselli.9021.84@hotmail.it,ValeriaToselli757764,bb7f7d59b6c0db0d518fe3b425b8530e61096dfb7d3a6c1bf1f4fd6d3eabc2fe,Turin,Italie,lecture,théâtre,,164.8,67.4
833,Valentine,Barthelemy,Femme,Hétérosexuel.le,23,valentine.barthelemy.4075.6121@tele2.fr,ValentineBarthelemy24943075,79177f206ab26edf9ca1f7362541f0af703d712997da4fa97a7bdeb27fc983a4,Bordeaux,France,cuisine,,,178.0,82.1
834,Christelle,Clerc,Non-binaire,Hétérosexuel.le,57,christelle.clerc.1943.7502@sfr.fr,ChristelleClerc14576386,52cc297a5689357037821691268b1758e88b8282065492cee11af19b09686bd8,Lyon,France,musique,cuisine,voyage,180.4,89.5
835,Franck,Le Goff,Homme,Hétérosexuel.le,34,franck.le goff.2924.8395@hotmail.fr,FranckLe Goff24546980,4e4ea57c1409d5ad81d3ca4c72bf79b523f4fe625aaceb1b16920f0d8127b693,Lyon,France,sport,,,183.9,102.3
836,Raymond,Martinez,Homme,Autre,39,raymond.martinez.9491.9879@gmail.com,RaymondMartinez93761589,e272d25bd92e274f9567add3fdbd26ffbcb020805f286ab024673f7b868591de,Nice,France,jeu de société,,,178.1,79.3
837,Benjamin,Charrier,Homme,Hétérosexuel.le,36,benjamin.charrier.6394.7249@ifrance.com,BenjaminCharrier46350106,535891f6f1f2ea1964a67bcd0eecee6d556937f38533b2ab86a2eed122bd60d5,Nantes,France,soirées,cinéma,,192.6,81.3
838,Madeleine,Hoarau,Femme,Hétérosexuel.le,23,madeleine.hoarau.7780.6272@ifrance.com,MadeleineHoarau48796160,a4f59fd68c009047509dcba0a70fef43f8f3b97236b41ccc214dd7ee0e5adf18,Lyon,France,lecture,yoga,danse,153.5,47.7
839,Frédéric,Leduc,Autre,Hétérosexuel.le,50,frédéric.leduc.834.4970@noos.fr,FrédéricLeduc4144980,425941a7bb39e911a2bf4322b901021470980c3d59382a7840927d494858d1c9,Strasbourg,France,randonnée,,,162.9,86.9
840,Matthieu,Legros,Homme,Autre,30,matthieu.legros.3881.279@orange.fr,MatthieuLegros1082799,0e2602c58a1381d8e72d6c062b64dd91c0640d9bd88229c32a75b8843232d390,Lyon,France,jeux vidéo,jeu de société,danse,194.2,73.3
841,Alphonse,Pascal,Non-binaire,Hétérosexuel.le,54,alphonse.pascal.9788.1842@yahoo.fr,AlphonsePascal18029496,dc3ed0cd0c89bb3b701823d7d507b296a299b476962f473915f97ae26da2629d,Nantes,France,cinéma,,,175.6,74.0
842,Alain,Vaillant,Homme,Hétérosexuel.le,41,alain.vaillant.7138.1709@orange.fr,AlainVaillant12198842,eb79bf1be316d7decde709ce992118a539aebb3d78ed5fe02b1e27f202627c71,Nantes,France,randonnée,animaux,photographie,174.4,88.7
843,Timothée,Millet,Homme,Homosexuel.le,43,timothée.millet.6895.9363@club-internet.fr,TimothéeMillet64557885,de1608638c6adcab0d461186815f07e2c7b2a139ecce23a9138bce1da592bcc2,Nantes,France,jeux vidéo,randonnée,,171.4,90.0
844,Claire,Caron,Femme,Hétérosexuel.le,46,claire.caron.244.6950@noos.fr,ClaireCaron1695800,2d9b4cdcbc6f9d93631b6295302eb5713afc3cf5d088a56c74e0e7acb2979802,Lyon,France,théâtre,musique,,154.5,71.3
845,Julien,Petit,Homme,Homosexuel.le,19,julien.petit.9078.9679@orange.fr,JulienPetit87865962,c155c69f5d6bbb510898f5905d9ff2c352e8aeb3b64cdb03785b0be2b2db06ea,Marseille,France,danse,,,170.3,101.9
846,Gino,Eigenwillig,Homme,Hétérosexuel.le,30,gino.eigenwillig.6159.1254@hotmail.de,GinoEigenwillig7723386,0aa0278e5cfe4d673430575ebc3db257d2459ccd67fb8320b47c25de597b0fbc,Dresde,Allemagne,photographie,,,171.2,95.7
847,Margaret,Bourgeois,Femme,Hétérosexuel.le,28,margaret.bourgeois.1389.9391@free.fr,MargaretBourgeois13044099,999b3b2ca0921371f1a2ddf79ecdd3847f7efb94397427982a3b77da78f57ac9,Lyon,France,danse,théâtre,cinéma,162.4,86.2
848,Claire,Hamel,Femme,Hétérosexuel.le,64,claire.hamel.9476.3860@hotmail.fr,ClaireHamel36577360,78c5371cf21799e473d970ebde0a6a04e3c42412e6209af18308b580ce31ac43,Montpellier,France,dessin,,,158.7,87.9
849,Lucie,Giroux,Femme,Hétérosexuel.le,21,lucie.giroux.8738.9140@yahoo.com,LucieGiroux79865320,00561bdd7f7727ca26c339c60d48e9ac02c3750235933bba92942f4d6e93c5bd,Calgary,Canada,lecture,jeux vidéo,jeu de société,160.4,67.6
850,Léon,Vaillant,Homme,Hétérosexuel.le,28,léon.vaillant.7325.9727@sfr.fr,LéonVaillant71250275,d29f42aa74f7077b37c88b81a0c47fcf12131540b636956be13f84eda5338ff7,Lyon,France,musique,soirées,,199.1,89.1
